,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125
sample_61,0,2.916075309,3.303342394,5.854806062,9.952739791,0,7.639861613,1.479127064,0,0,0.740193617,1.479127064,2.859432909,0.291014101,0.740193617,0,0,0,1.358565054,9.901073539,3.956614288,4.258315395,8.611721993,0,0,2.859432909,6.379191194,9.033241277,2.121711706,7.026202501,0,4.599407067,5.279099802,0.533064922,12.7926073,8.444112103,0,0.533064922,9.712588903,0,9.197654105,0,0,0.291014101,0.291014101,6.999255919,10.64645071,10.54155162,10.17120182,1.227063306,8.599931434,8.166278594,11.83603062,9.963734202,8.443183925,7.811856314,9.915501481,5.759882858,7.994873845,3.780110586,5.982977608,1.590386443,3.376568225,4.599407067,11.61592385,10.6594608,8.805040891,4.572562297,9.746388353,2.328434383,8.656356928,4.238641666,1.590386443,8.080742926,0,6.223945702,2.903192561,1.082293836,8.354509462,9.534497434,9.08995623,7.931381676,8.680915043,1.227063306,0,0,10.42982516,2.121711706,8.39323599,9.066094574,11.58318151,0.291014101,2.5091891,3.631954046,0,7.99234358,9.20913896,5.975054626,10.05811352,9.404947814,10.32765369,10.2810027,10.36260139,10.1389629,11.46919409,5.829570531,3.551749783,0.740193617,0,10.62924732,9.732432023,1.082293836,10.98021814,8.658750607,8.103193374,10.44447658,8.16963944,0.740193617,13.36121731,9.655366141,10.6578722,9.369318158,9.861071393,8.16963944,10.36029843,9.578174531
sample_62,0,3.668754533,3.051580921,6.582461165,9.811901257,0,6.932876143,0.747516302,0,0,0,0.421586873,2.524113838,0.421586873,0,0,0,0,0,10.2721282,3.994172381,5.685615029,7.424082287,0,0.747516302,1.013140632,2.019701914,8.189345228,5.221892544,6.771687538,0.421586873,0.421586873,6.929021639,1.755357637,14.52612629,7.686668598,1.013140632,0,9.052217523,0.421586873,9.742135932,0,0,0,5.559623351,5.698121221,10.60644223,10.39941679,10.46462743,0,8.253190383,8.28036249,10.74415268,9.874277497,8.259738557,8.840998166,9.703304921,4.527558326,11.36715808,7.572957861,6.828161878,7.127550743,4.762194651,3.34553831,10.71383326,9.978438766,10.84157221,5.010278567,8.825966843,8.959842589,7.81181137,9.71617126,9.341314218,9.020507757,1.755357637,7.588309875,5.429314674,5.798320152,8.014316234,9.27646177,8.726582619,7.42665054,8.329903948,8.613601635,2.019701914,1.013140632,10.40808556,2.342924474,8.907773976,8.097568661,11.18058675,0.747516302,2.243029231,4.629997675,7.286567002,9.726613271,8.151955191,6.549484356,11.31947456,9.014837859,10.60361707,10.40556697,10.11232221,9.568556598,10.17804233,7.747179252,2.135666197,1.431462503,0.747516302,9.065074102,8.719628395,1.60250439,10.50428272,9.458710091,7.438267897,10.71122816,8.812960225,4.140181499,13.3128546,9.20191806,9.58841295,9.828153942,7.222427844,7.635863199,10.77096941,10.77298256
sample_63,0,4.418817364,3.555374446,6.468829284,9.777302993,0,6.361089305,0,0,0,0,1.078814748,3.599734353,0,0,0,0,1.078814748,3.599734353,8.541189565,3.460886695,0,9.502111768,0,0,0,4.050754169,9.604610676,4.903086488,4.810617903,0,0,6.742450919,2.939997565,14.42286633,6.105451801,1.078814748,0,9.530597513,0,8.696247737,0,0,0,4.050754169,5.507601211,9.846917926,10.08714456,11.34645279,1.078814748,8.752959281,9.450291616,12.05933094,10.26721975,8.053866164,9.240800871,10.26591973,8.077819791,7.927730563,2.714069636,6.328312301,3.842797855,7.332511026,1.078814748,9.452583081,9.899952006,11.15634858,7.940847993,8.347864934,6.766833648,8.213755534,6.578176419,5.236779598,9.164552493,0,6.455542581,4.732486293,1.078814748,11.09831507,8.443159055,10.22091032,6.290064939,9.023660111,1.078814748,0,3.307253642,11.4296735,2.446097392,13.01525649,11.34398514,9.119099345,3.307253642,5.542449984,8.405796698,1.078814748,8.554055416,8.488547143,4.050754169,10.16608774,8.337983088,10.23561937,10.75992146,10.17027561,10.33463084,8.749420296,6.418500317,0,1.078814748,0,9.032880512,9.170132875,0,10.83826636,9.172917492,10.24622992,11.04074863,8.782595312,1.078814748,12.6353803,8.84674089,11.06492461,9.26708629,7.010332283,6.824602397,10.34039536,8.881184334
sample_64,0,2.949310808,4.59787676,7.095460321,9.762425228,0,6.493411967,0,0,0,0,0,3.271604956,0,0.444349024,0,0,0,0,9.035519443,3.375553843,0,5.7361746,0,0,0,3.563341202,9.880859975,6.794662793,2.203890227,0,0.783582374,6.465359066,1.661886385,12.94175374,7.413940973,0,0,9.551152607,0,10.65008239,0,0,0,0,6.599182386,9.931833724,11.22976815,11.53960474,0,9.156204455,9.349736803,12.27972954,9.737647895,8.157882478,8.771845973,10.00354602,5.456983519,11.56524967,0.783582374,6.792972449,3.563341202,1.058108649,1.288594808,9.487301434,11.59263456,11.10276966,2.413756539,8.239355076,3.038155201,7.416991703,7.19702006,3.038155201,9.266842749,1.058108649,7.24583789,3.375553843,1.817623258,10.37262568,9.162638051,9.28363939,6.36841217,8.601440249,1.817623258,0,0,11.11455573,2.203890227,7.944202526,13.92680559,8.181380883,0.444349024,0,3.038155201,4.430345496,7.536736775,7.872730279,2.508251157,9.941392462,9.170788857,10.83920379,10.91042537,10.34783172,10.42480664,10.04847325,6.854344805,1.058108649,0.444349024,0,9.690560268,9.982095175,0,10.71095276,8.418860362,8.762289012,11.16619447,7.516976413,4.250650876,13.92690749,8.821002213,8.026340846,9.137910761,6.397902195,7.723135302,10.12841972,10.57701333
sample_65,0,3.821934662,3.717605143,7.593099753,10.20596426,0,7.613185376,0,0,0,0,0,1.982363898,0,0,0,0,0,0.882290891,9.138154024,2.787181685,1.896736847,7.445345986,0,0,0,1.425727838,9.685060616,0.507515586,4.31420346,8.779702942,0.882290891,7.245666786,5.758231211,12.56284581,7.420701343,0,0,9.702686976,0,9.553631214,0,0,0,2.26144055,8.05410502,10.47102484,8.439448607,11.73014318,0,9.000991512,8.835361991,11.90083663,9.103143532,8.017014372,6.504733198,10.81891765,9.028276296,9.843745217,1.179447354,5.602943778,0.507515586,5.445746564,2.495157889,8.155632875,10.73717128,4.990001823,2.26144055,6.326724288,2.787181685,7.871357002,2.495157889,1.425727838,9.320455344,1.179447354,7.513506537,3.938793892,0,8.338976997,9.291626579,10.43412778,5.683741362,9.682100959,1.179447354,0,3.171687219,11.79320092,5.653366758,11.6281402,9.958847024,10.00278689,6.097204139,5.665401299,8.650944023,2.26144055,5.591634541,8.83934868,1.982363898,9.879701172,8.311266958,11.3603094,10.97665004,11.57130706,10.48382585,9.388288573,4.225614275,1.819586442,0.882290891,1.179447354,9.197376438,10.57317378,0.507515586,11.46858841,9.531609544,7.017888512,10.29193042,8.470646674,2.495157889,12.4333481,8.952950867,8.400375686,8.203964596,7.536627998,5.487019996,10.95709478,9.523365924
sample_66,0,4.570153228,4.918243103,6.772123192,9.388325171,0,8.747400828,0.744333347,0,0,1.597268951,0.744333347,0.744333347,0,0,0,0,0,0.744333347,8.798614362,3.641395741,0,8.18992337,0,0,1.597268951,4.315138691,9.268658955,5.032775295,8.300000138,0,0.744333347,6.042103663,0.744333347,13.85354349,8.270996061,0,0,9.743451013,0.744333347,9.838017329,0,0,0,0,7.966684246,10.26274086,9.99517356,11.29779899,0,9.007814996,9.28592695,11.40873309,8.96963978,7.743952482,10.27143968,9.545190379,7.502107789,10.46787043,4.456287054,7.106002765,4.160315175,6.140525099,3.71742967,8.932179312,11.07750338,9.656803811,6.732459158,8.569012524,7.762016543,9.108469571,5.932970603,4.498697651,8.377353708,0,4.908543938,3.075087603,3.561142809,9.067568809,8.936222736,9.794802483,6.255661233,8.981250454,5.833983011,0,0,10.46373892,2.517653642,8.114601277,7.894829887,9.388325171,2.336654727,3.476161313,6.450025141,7.441749047,5.572589581,7.635456943,2.678477606,11.17003145,9.521527812,9.909648615,10.74601878,10.58855537,9.932756584,9.304533858,7.436136848,7.044317611,0,0,8.946131367,9.255968023,1.597268951,10.70108116,8.445999765,7.91515038,10.5597977,7.823513731,3.789645796,11.02471029,7.919179165,10.08938427,8.930243544,6.821276525,8.983176038,10.14979792,11.30705847
sample_67,0,3.652532385,3.66665435,6.902881552,9.861901101,0,7.747078525,0,0,0,0.447526301,0,2.844445915,0,0,0,0,0,0.447526301,7.517244193,3.435481917,5.106729381,6.390861971,0,0,0,2.322014654,9.674301746,6.879411709,4.781559054,0,4.147998571,6.788790099,1.669933836,13.84480382,7.74952086,0,0,9.89754146,0.788518674,10.15389398,0,0,0,0,10.36275479,9.88816027,11.28272358,11.80961943,0.447526301,9.335644925,9.665929219,11.71634363,9.786674767,8.421408464,9.005989387,10.10423181,7.120932485,10.90911304,2.517930742,7.246550601,1.064193062,0.788518674,2.213067271,8.986425157,11.66701838,10.39428047,2.517930742,9.14407187,4.962738717,6.829545162,7.452817791,3.435481917,8.901250067,1.064193062,6.824920565,1.966910301,3.048462897,10.33784487,8.851005643,9.480806354,5.971964231,8.497416768,3.110513586,0,0,11.42346262,1.826029787,7.16546982,13.93338637,8.257925217,0,2.60675016,4.315457546,8.001644636,7.722452363,8.396711802,2.983604737,10.01019239,9.268385266,10.42552015,10.49841045,9.987633522,10.25395382,8.70149361,8.104347144,2.769475554,0.447526301,0.447526301,10.18892259,8.679909325,0,10.17173975,8.53325964,8.247861072,10.86338098,7.458792101,2.915692981,13.84555866,8.311752855,9.362250697,8.915443219,6.982582947,7.886635497,10.19842048,10.70236318
sample_68,0,1.916247324,1.239336935,6.435943566,9.566326183,0,5.429793361,0,0,0,0,0,3.429535626,0.460375619,0,0,0,0,8.284948993,9.800254424,0.808920427,4.4061965,8.193421867,0,0,0.460375619,0,9.372111964,4.830032168,4.819698835,7.190940733,0.808920427,6.556663919,0,15.22614121,10.62084296,2.36044856,0,9.155255913,2.646899949,9.318755188,0,0,0,0,4.90435885,9.025972817,10.06413646,11.0527786,1.089362553,8.625639446,9.314501676,11.16190657,10.19436289,7.318741633,7.907479576,10.54518652,8.099652888,9.029091173,2.730987682,5.386752327,7.621062832,2.25077971,1.525918523,10.94463886,9.945938306,9.305959125,3.661532997,8.561066416,4.101431571,6.431928781,5.672425342,4.487267665,8.91237143,0,9.562026767,6.546604349,0,10.32113891,9.157157427,8.792728486,5.331927307,7.642932569,1.089362553,0,0.808920427,10.28321571,7.811753582,12.05333199,10.33200297,8.267456208,5.137933809,6.620123032,9.739373898,1.525918523,9.301667662,8.502449951,3.52685757,10.45378506,9.571324132,10.66760833,10.68517803,10.27273475,9.984461184,10.43392964,7.752628183,1.525918523,2.00270252,0.460375619,9.318755188,9.64362534,4.307209918,10.30610727,8.923585988,8.047309351,10.76526123,8.336194109,2.730987682,11.32151664,7.220329955,9.526432727,8.725127635,9.020760533,7.091043915,10.23352381,10.50096135
sample_69,0,2.471941784,2.868291669,7.696536392,10.27314286,0,6.713943207,0,0,0,1.892391026,0.538140809,2.464877338,0,0,0,0,0,0,9.021077134,2.206830737,1.489697061,8.460521425,0,0,0.538140809,3.118592293,10.13438781,1.489697061,7.098400608,0.538140809,0,5.727626441,4.717895723,15.53470716,9.022331745,1.705048971,0,8.835090344,0.538140809,9.792178605,0,0.538140809,0,2.873636049,7.639977344,10.18287848,9.542209675,11.31336491,1.236462004,8.926396817,8.942391343,12.16401439,9.07890599,7.797784717,7.182026804,10.24331682,6.448689552,7.290157118,3.72313257,4.99280921,3.510683478,5.975788368,2.959992662,8.991910103,9.683747327,10.74118887,2.578431568,8.110180514,7.065130664,7.520736527,7.429097036,6.026696058,8.639630123,0,4.925296883,4.692895819,3.992641555,9.06510373,7.910504825,9.216825871,7.254301136,8.576110161,0.929185014,0,0,10.97040792,2.341615778,7.208731838,7.208731838,10.21780022,0.538140809,2.341615778,3.77169546,1.236462004,7.86086971,10.65280017,3.908284527,9.476894009,8.611559713,10.71232064,11.17776211,10.0979531,10.54822467,8.618212956,4.254231207,1.489697061,2.206830737,0,8.62978645,10.27892563,0.929185014,10.40693839,8.500690533,7.151990695,9.667798123,7.620219826,3.118592293,11.47697904,8.832231793,9.394012452,10.01717031,6.535620649,8.555455743,10.55048708,9.921553857
sample_70,0,3.183883459,3.183883459,7.089932402,9.418187839,0,6.710269197,0.964583463,0,0,2.639949859,0.964583463,3.257508534,0.561399461,1.537494874,0,0,0,10.00378492,10.03094296,4.454991786,2.844907837,8.486855129,0,0,0.964583463,0,9.491530458,6.670387157,5.349832323,7.277417597,0,6.671732116,0,14.66469171,10.01974361,5.643885043,0,9.373356755,5.196933533,8.588414824,0,0.964583463,0,0.561399461,6.428896111,9.148738404,10.01443899,11.49002854,0.561399461,9.320588472,9.431169539,12.17721707,9.772065442,6.962225097,7.939749624,10.80210434,6.339595282,9.565859889,4.253838032,4.971580339,4.71227111,0.561399461,3.740841233,10.86926995,10.95549008,10.76787822,1.756468257,9.493437187,2.937400893,7.506049668,3.183883459,3.106314815,8.957665076,0,6.436839776,4.952869352,2.26480663,10.84512149,8.976861939,8.595529768,6.329389143,8.166886132,1.946506299,0,0.964583463,11.11500462,10.25752928,12.87925776,10.81625569,9.627030404,6.811509564,7.663294802,10.1106921,0.964583463,6.622435511,9.447973784,5.25200306,10.4100909,9.065359584,9.82691547,10.47179713,10.14504053,10.19332822,10.6731147,8.005326998,3.024337411,2.26480663,0.561399461,10.22291563,8.430276909,1.946506299,10.75363462,8.402150838,8.076644601,11.26141916,8.644375467,6.428896111,11.50356241,7.490866918,8.848741856,8.243616723,9.491530458,8.922736023,10.15591869,9.903442043
sample_71,0,1.017138009,2.526920151,5.831520069,9.959972962,0,7.841583217,0,0,0,0,0.53126916,1.876212414,0,0,0,0,0,0,8.56589796,4.266966398,0,10.06022306,0,0,0.918691534,2.323831197,9.734270988,6.357954847,8.709142415,0,0,6.037878557,2.664983373,13.90614839,9.087783699,0.53126916,0,10.07518496,0,9.748526644,0,1.475448106,0,0.53126916,4.332192338,10.41189227,9.46295413,11.0343588,1.223731445,8.89204792,8.878559829,10.84657167,9.342412517,8.238127639,6.915927169,10.04571871,5.857563051,12.75200215,5.705861818,6.866907978,10.86424806,1.689701717,3.751153039,10.43804329,10.89155589,11.66124367,7.018556287,6.998612994,6.899876502,9.349391818,8.729168662,6.867241668,8.84263634,0,6.200937828,5.718114991,2.446732638,8.975280521,8.679905808,10.31136233,9.257067208,8.759125866,9.245293616,2.854494418,1.223731445,10.56218517,3.490467444,8.188356413,6.889084099,11.30318711,3.432157687,4.424807904,7.487984698,5.911909647,8.150432745,8.888079578,3.843521625,11.348966,9.854308958,9.83122806,10.46010772,10.37609282,10.04267169,10.91635721,6.156610998,1.689701717,1.876212414,0.53126916,8.845433597,9.381523484,2.446732638,11.00371466,8.298534604,8.471581741,10.64594658,8.791374555,4.88223219,11.96146416,10.28225445,10.46783987,9.211024365,7.444393753,8.929504016,10.09058883,9.839663613
sample_72,1.482332021,2.907198338,4.034365401,6.613129375,9.456294858,0,10.03885042,0,0,0,0.442333123,1.656679413,2.752941223,0.442333123,0,0,0,0,0,7.629254608,3.906265292,0,10.4340965,0,0,0,1.482332021,10.03885042,6.729702307,8.358123691,0,1.284040264,5.672931611,1.952519949,13.55115549,9.434765819,0.780394096,0,10.2375924,0,9.599295475,0,1.054084393,0,2.966688859,5.118027423,10.29516051,9.481135437,11.50442177,1.054084393,9.673360316,9.156811194,11.23548774,9.008913174,7.554120667,7.241659073,10.10097765,5.962463421,11.13272463,6.607620303,6.626079878,7.847239042,0,4.726580576,8.486690242,10.69676762,12.64853959,5.51888444,7.415454468,7.483565903,10.01503865,8.483876224,7.942901518,8.863123856,0.442333123,6.112151721,4.909941073,4.706895186,8.692946717,9.357169288,10.3050129,9.364710305,9.152269629,12.10316976,7.430544547,0,9.799032245,3.46553049,9.328470737,5.832236857,10.91488588,2.674031214,4.821174461,7.109203827,7.036151628,6.801068097,9.332490887,3.317622445,10.08962261,9.36896037,9.239636714,10.8897321,10.4205603,10.39349772,10.29845212,4.493679354,2.590554116,1.482332021,0.442333123,8.034595403,10.36630036,2.407543104,11.22298202,7.849486421,8.704522727,11.15876745,8.766585224,4.187672746,10.70640968,8.426352824,9.25242654,9.555938828,7.262038452,8.709611153,9.668140404,9.225870177
sample_73,0,3.425687561,3.836631104,6.499877769,9.171246866,0,6.486645197,0.365020579,0,0,0,0.365020579,1.955721968,0.365020579,0,0,0,0,1.723907999,9.732365878,3.352348931,2.91756542,8.327121455,0,0,0,8.571612348,9.013026706,2.756639046,6.467716397,0,0,6.299781318,1.286585483,14.82717893,7.506256002,0,0,9.453075106,4.023175496,9.321630508,0,0,0,6.137214546,6.996388746,9.99095486,9.79027355,12.04951165,0,8.917464576,8.805892164,12.57589846,9.473667196,8.435470249,9.257248753,10.63713201,10.42177031,8.574884875,1.447526301,3.849939229,0,2.756639046,1.592349392,8.002111776,10.36905201,12.82106043,6.572071101,8.275775324,4.991236113,8.04047604,10.37469175,3.710624622,9.420107599,2.93015068,5.893493271,2.81682495,0.898169648,11.01646707,9.081328974,10.28232396,6.239377036,10.3652726,1.955721968,0,4.825342984,10.67674166,3.392454816,13.94363201,10.84493325,9.900853226,4.91067031,5.067535467,9.360063537,4.097855158,10.12569759,7.937497411,2.411046539,10.06727301,8.904529257,9.759455476,11.34330788,10.16276895,9.887759811,9.224988063,7.316055209,2.487100413,0.898169648,0.65608444,8.521627919,8.851564789,0.65608444,11.06505255,9.011417366,9.830974641,11.53326159,8.452171215,3.268614046,13.92700938,8.670748295,10.71084947,8.779666833,7.179451335,8.318041112,10.78122036,10.04543205
sample_74,0,4.627028944,3.283432891,7.684972983,10.88078499,0,6.012653588,0.340277405,0,0,0,0.84631278,3.078404892,0.340277405,1.220206113,0,0,0,0.340277405,9.852794772,4.744048044,4.96897085,4.477457151,0,0,0.340277405,0,6.943393929,2.465007992,5.274339945,0,0.340277405,5.044975452,5.855862659,12.98549865,6.364274758,0,0,8.450947281,0,9.406545173,0,0,0,0.340277405,7.508721789,10.395834,10.59079287,11.43311594,0,8.495055528,8.70467488,11.25193799,10.85862602,10.81202484,8.708349351,10.62643001,3.890427236,7.30543251,3.666995128,8.007756141,2.318866335,7.457249532,4.544757381,10.07175731,10.23861969,9.893301531,2.935252287,8.177738441,6.432496802,6.974231015,4.313463546,6.316931334,9.304047805,0,5.829116359,4.494582016,0,9.999718196,8.921177442,7.679402685,7.157074036,8.939267723,1.045303168,0,0,10.3918343,2.884207159,7.154706739,9.740210823,11.23833905,0,2.597698019,2.067466629,0,8.503698553,6.924563127,6.414617591,10.33979434,7.709049339,12.50776244,12.14580162,10.15830673,10.53835386,9.072089718,5.005265234,0,3.328060922,1.516872438,10.33117448,8.261394475,0,10.51599544,10.43487838,5.470897982,8.21178611,7.884915338,2.597698019,11.19366088,9.097526525,8.543321877,9.725783752,5.939515746,7.81507583,10.24740539,12.4527689
sample_75,0,3.310311034,2.969491284,6.39263169,10.57037754,0,5.601063565,0,0,0,0,0,2.665529211,0.643948519,0,0,0,0.357608304,0,9.248003443,2.38388397,2.625317253,8.959320982,0,0,0,4.2902327,7.895611633,3.362147228,5.2619031,0,0,6.670727055,0,13.71992353,7.280121179,0,0,9.430220447,0,9.687601388,0,0,0,0,5.231440089,9.858643115,9.724046522,11.31760481,0.643948519,9.121051675,9.350404424,12.0699364,10.00523154,7.34894941,7.876744076,10.74558189,10.19829769,9.087937473,0.643948519,6.111461218,4.409608173,2.219338923,5.284466013,9.885475224,10.71765929,11.33184067,6.933549034,6.086359182,5.766751507,10.18924391,4.519850086,5.263488933,9.540594974,0,4.86440408,3.362147228,0,9.976750266,8.258349319,10.00009862,7.593652558,9.772179289,0.882760416,0,0.643948519,10.32799044,2.600103206,12.23502394,9.737894593,9.688092916,5.832320417,6.711453608,8.711783967,0,6.855092716,9.174059306,4.428577922,9.890204987,8.928003088,10.62536182,9.956238198,10.82177398,10.52730106,8.418738108,5.58424398,1.266936423,0.357608304,0,8.722390882,10.92264386,1.570025684,11.63234093,9.162066497,8.244045051,10.91846078,8.520599039,3.547104291,11.57855196,8.499447297,9.216289943,9.022331745,6.206625643,8.66456106,10.91493071,10.30475059
sample_76,0,3.195536585,2.275156079,5.719777595,9.14559085,0,7.333683124,1.192762292,0,0,0,0,2.280273395,0,0,0,0,0,0.893206865,9.183310335,2.280273395,0,6.521523494,0,0,0,0,8.940624863,6.662490364,7.44525493,0,2.402258301,5.578751573,0.893206865,13.80101109,8.714942652,0,0,9.177982553,0,9.630602046,0,0.514602026,0,0.893206865,4.807555855,9.97952523,9.761757317,11.2822197,0,8.363403271,8.974210935,10.86107139,10.05819471,8.151402221,9.332721358,10.59212996,5.510259384,11.48718686,3.496615738,6.496401629,8.457881528,3.322115633,4.431248532,9.615671933,10.26079019,10.68520432,8.315679435,7.234510901,6.704595348,7.556981127,6.85106188,5.45494245,9.483733162,0.514602026,6.000202865,4.993746812,2.000144262,8.373709105,9.324065757,9.66223933,6.825505811,7.958552715,10.34307465,4.181524004,0,10.74875472,3.192825404,9.014226953,7.145585756,10.67276122,1.440686484,3.879333283,6.350194886,7.694685221,7.727151266,8.229712884,4.692689422,11.27500123,8.725206044,10.38668164,10.19267502,10.57236864,9.875406872,9.508567306,6.959376049,2.147013571,0,0,9.321168226,9.785774484,2.280273395,10.05063773,8.742636174,7.910528809,10.49348522,8.713469001,4.280303094,12.38633675,8.217298583,9.639933946,9.341327563,7.314388379,8.070899119,10.49001851,10.79230227
sample_77,0,0,3.19323556,5.329328143,10.41527699,0,9.464960223,1.60250439,0,0,0,1.013140632,2.019701914,1.013140632,0,0,0,0,6.640649846,8.054012739,2.342924474,0,11.69019882,0,0,0,1.60250439,10.07875125,3.48327406,8.971187147,1.013140632,0,6.447124564,2.342924474,13.55056644,11.30406036,2.019701914,0,10.48664399,3.19323556,9.388109873,1.013140632,0,0,1.60250439,7.102826072,9.460795796,9.914921745,10.96429754,1.60250439,8.633467539,10.43557651,12.18984926,8.334461013,7.655430545,7.962734091,10.84317518,5.451867183,6.549484356,3.931361582,5.731685599,8.911847346,1.013140632,9.555601452,11.48767426,10.30347254,11.79974706,3.608998436,9.917961271,3.608998436,8.505914742,0,3.48327406,8.254938841,0,5.517480428,3.48327406,1.60250439,11.89543138,7.794272889,11.1470777,8.288307801,8.439756099,1.013140632,0,0,10.40339555,3.931361582,11.55854986,8.561410154,9.252573192,8.481460409,7.059430993,10.39360497,0,8.448194789,9.59222529,3.34553831,8.881016044,9.702131119,9.84155963,9.728345715,10.88417052,10.46809452,7.460685235,5.383123642,3.724650272,2.342924474,1.013140632,10.27173147,9.984731745,0,12.5597738,7.338923531,9.651880464,11.44510281,8.343536629,8.595992164,8.787696912,7.215853293,9.797664768,7.944957979,7.852641862,9.110966085,8.969634025,9.802608449
sample_78,0,3.107185684,3.350765959,6.912290583,9.59864621,0,6.470091038,0.404249185,0,0,1.197739606,0.719752957,3.020715536,0,0,0,0,0,0,8.930083838,2.466809811,0,8.174241613,0,0,0,4.896577021,9.699180278,5.949698336,4.833168402,0,2.379815009,7.155556985,4.880822638,13.03907326,9.470984181,0.404249185,0,9.654138338,0,10.47390865,0,0,0.719752957,0.404249185,10.25195574,10.12774934,10.13524755,11.70935095,0.404249185,9.163594332,9.106364025,11.74486326,9.636659056,8.245162864,8.560279329,9.936246297,5.512065665,10.63487456,2.70010675,6.254902004,2.548831154,1.197739606,1.556110553,9.098724305,10.89809496,10.50474948,2.082157559,9.052894047,3.928976649,7.755481824,8.010175606,4.304481837,8.74562727,2.379815009,7.61972112,4.181293413,0.404249185,9.670264987,8.343252351,9.478199304,6.848647976,8.724824187,6.591188702,0,0,10.63046736,2.287265421,7.2329485,13.56821741,9.961270251,1.967537536,2.6264625,4.373641252,5.279567868,7.986456445,8.318615112,3.419970287,10.35495458,8.980839329,10.32943758,10.88038708,10.09356282,10.76365225,10.02311671,7.207912368,0.404249185,1.556110553,0,9.493168955,10.19617177,0,11.38962058,8.984529541,8.708487306,11.10248755,7.629181737,5.016754812,12.95201681,8.315693018,9.849886701,8.998282961,7.159780535,8.153085835,10.22367595,10.61120005
sample_79,0,3.219029085,2.284780616,8.124178191,10.38613194,0,5.780310099,0.521251795,0,0,0.521251795,0.9032697,3.460572208,0,0.521251795,0,0,0,0.521251795,7.154078855,2.297602299,4.132256025,8.697916264,0,0,0.521251795,0.521251795,10.98210944,0.521251795,4.750510036,7.415429115,4.132256025,8.199770484,0.521251795,11.93503242,6.634395785,0,1.205079666,10.20492566,0,10.81687966,0,0,0,2.016531977,7.701389642,10.14297497,9.098024185,11.67350784,0.521251795,8.503865481,9.61203728,11.5798109,9.365959309,7.072470288,6.536348249,11.27111865,7.118837278,9.613640308,3.460572208,6.153896515,2.016531977,4.202135581,2.912151637,7.440943895,9.138689059,7.41174824,4.132256025,7.649177124,1.66712006,8.261709449,2.297602299,2.532765783,9.313642665,0.521251795,11.35906868,6.563152028,0.521251795,7.840972997,9.550577499,9.840799949,7.782211963,9.106021092,1.454491777,0,3.85698569,9.942557023,4.664994747,12.19760374,10.07765692,9.047900958,3.341758085,4.58877459,5.327849012,0.521251795,4.562450035,8.741106268,0.9032697,10.16008571,9.481999176,10.56212792,10.60185434,10.90398726,9.624817384,9.245978084,3.76762302,0.9032697,2.297602299,0.521251795,9.323475907,11.3813645,1.85239842,10.90366347,9.718705818,8.25761413,12.0743355,8.431338805,2.826253563,12.95541198,9.130871683,9.330318618,8.403800283,8.504040338,6.087776805,10.80421171,9.533736589
